Time, Altitude, Yaw, Pitch, Roll, Ax, Ay, Az, Pitch_rate, Roll_rate,Yaw_rate, Magx, Magy, Magz0.857376,-0.167038,-0.165599,0.039097,0.058771,-0.086191,0.785298,9.686940,0.019156,0.026606,0.006385,48.251953,69.567188,24.461719
0.957521,-0.289441,-0.336828,0.075517,0.153658,-0.076614,0.694318,9.653421,0.018092,0.029798,0.004257,48.251953,67.057031,23.428125
1.057679,-0.022826,-0.482818,0.106366,0.285136,-0.086191,0.790087,9.677363,0.017028,0.031927,0.008514,47.358398,67.594922,24.978516
1.157964,-0.250399,-0.594938,0.133171,0.452053,-0.090980,0.780510,9.686940,0.018092,0.026606,0.005321,48.788086,67.594922,24.289453
1.258793,-0.474077,-0.673643,0.160986,0.641685,-0.052672,0.770933,9.706094,0.014899,0.031927,0.008514,50.932617,67.594922,24.289453
1.360333,-0.548237,-0.737619,0.184387,0.839732,-0.004788,0.756568,9.600749,0.015963,0.030863,0.008514,48.073242,68.670703,21.877734
1.461502,-0.319485,-0.793122,0.205905,1.041416,-0.009577,0.679953,9.653421,0.017028,0.032991,0.007450,47.715820,68.312109,23.255859
1.563482,-0.487820,-0.847203,0.225486,1.244801,-0.119710,0.732626,9.672575,0.015963,0.032991,0.008514,49.860352,68.312109,22.911328
1.665286,-0.460467,-0.902981,0.239318,1.449668,-0.119710,0.775721,9.691728,0.015963,0.029798,0.006385,48.788086,67.594922,23.944922
1.767230,-0.313621,-0.962340,0.244008,1.655202,-0.095768,0.799663,9.720459,0.014899,0.032991,0.006385,47.358398,69.387891,23.944922
1.868924,-0.375128,-1.022251,0.236577,1.860365,-0.100556,0.861913,9.744401,0.017028,0.029798,0.006385,49.502930,67.236328,25.323047
1.970313,-0.355996,-1.078979,0.214559,2.063858,-0.014365,0.785298,9.643844,0.015963,0.028734,0.005321,47.715820,67.953516,23.600391
2.071754,-0.309470,-1.127018,0.176604,2.264016,-0.114922,0.694318,9.782708,0.014899,0.028734,0.006385,47.000977,66.519141,24.289453
2.173430,-0.212626,-1.160095,0.125999,2.460170,-0.033519,0.699107,9.481039,0.017028,0.030863,0.008514,48.251953,68.132812,23.083594
2.274603,-0.698591,-1.166202,0.062353,2.650586,-0.134075,0.766145,9.629479,0.014899,0.031927,0.007450,48.251953,68.132812,23.083594
2.376131,-0.240317,-1.132928,0.000688,2.833147,-0.090980,0.742203,9.701305,0.021284,0.028734,0.005321,50.039062,68.850000,24.461719
2.477754,-0.281573,-1.060513,-0.042270,3.003891,-0.076614,0.751779,9.658209,0.019156,0.031927,0.007450,47.715820,68.670703,23.944922
2.579812,-0.719856,-0.970287,-0.037890,3.081555,-0.047884,0.756568,9.768343,0.015963,0.031927,0.011706,48.430664,67.953516,22.911328
2.681296,-0.294340,-0.975359,-0.060583,3.062887,-0.067038,0.876278,9.581595,0.015963,0.028734,0.007450,48.430664,67.594922,23.944922
2.783694,-0.343737,-0.964158,-0.061387,3.074346,-0.129287,0.833182,9.715670,0.018092,0.029798,0.003193,49.502930,68.670703,24.289453
2.885547,-0.403634,-0.967678,-0.040945,3.090568,-0.052672,0.703895,9.730036,0.015963,0.032991,0.006385,48.788086,68.670703,23.255859
2.987076,-0.099342,-0.983711,-0.060283,3.087482,-0.067038,0.732626,9.581595,0.017028,0.031927,0.010642,48.073242,68.312109,24.289453
3.088500,-0.568885,-0.956443,-0.049517,3.076018,-0.071826,0.737414,9.552865,0.015963,0.029798,0.006385,49.502930,67.953516,24.978516
3.190230,-0.229275,-0.951649,-0.050262,3.069789,-0.033519,0.794875,9.677363,0.019156,0.028734,0.010642,49.681641,67.415625,23.083594
3.291654,-0.213730,-0.972590,-0.055826,3.089124,-0.119710,0.761356,9.706094,0.017028,0.029798,0.008514,48.430664,67.594922,23.255859
3.393915,-0.758346,-0.964882,-0.054056,3.079682,-0.081403,0.794875,9.691728,0.015963,0.028734,0.008514,48.966797,68.132812,23.428125
3.495934,-0.574988,-0.963615,-0.045615,3.095024,-0.071826,0.684742,9.686940,0.014899,0.028734,0.007450,49.502930,67.953516,23.600391
3.597508,-0.191522,-0.970216,-0.054265,3.066025,-0.090980,0.857124,9.648633,0.017028,0.030863,0.008514,48.430664,67.953516,24.633984
3.699434,-0.519997,-0.965152,-0.055186,3.091970,-0.110133,0.694318,9.595960,0.017028,0.027670,0.009578,48.966797,67.774219,23.083594
3.801062,-0.529379,-0.970836,-0.045742,3.081366,-0.071826,0.790087,9.677363,0.017028,0.030863,0.008514,49.860352,68.670703,25.323047
3.902861,-0.628480,-0.983327,-0.048012,3.078239,-0.043096,0.732626,9.643844,0.014899,0.026606,0.008514,48.073242,68.312109,23.600391
