Time, roll, rollr,motor right,motor left,msn1,msn2
0.014504,0.001667,0.164955,0.000000,0.000000,0.000000,0.000000
0.023811,0.003329,0.162826,0.000000,0.000000,0.000000,0.000000
0.033502,0.005005,0.162826,0.000000,0.000000,0.000000,0.000000
0.044091,0.006714,0.156441,0.000000,0.000000,0.000000,0.000000
0.053918,0.008396,0.153248,0.000000,0.000000,0.000000,0.000000
0.064130,0.010133,0.152184,0.000000,0.000000,0.000000,0.000000
0.074553,0.011827,0.153248,0.000000,0.000000,0.000000,0.000000
0.084343,0.013423,0.150056,0.000000,0.000000,0.000000,0.000000
0.096482,0.014873,0.142606,0.000000,0.000000,0.000000,0.000000
0.106112,0.016299,0.139413,0.000000,0.000000,0.000000,0.000000
0.116441,0.017725,0.139413,0.000000,0.000000,0.000000,0.000000
0.126820,0.019123,0.130900,0.000000,0.000000,0.000000,0.000000
0.136579,0.020438,0.124514,0.000000,0.000000,0.000000,0.000000
0.147183,0.021978,0.124514,0.000000,0.000000,0.000000,0.000000
0.157193,0.023375,0.116000,0.000000,0.000000,0.000000,0.000000
0.167217,0.024788,0.112808,0.000000,0.000000,0.000000,0.000000
0.179030,0.026136,0.108551,0.000000,0.000000,0.000000,0.000000
0.189076,0.027357,0.100037,0.000000,0.000000,0.000000,0.000000
0.199542,0.028443,0.094716,0.000000,0.000000,0.000000,0.000000
0.209244,0.029526,0.086202,0.000000,0.000000,0.000000,0.000000
0.219377,0.030643,0.085138,0.000000,0.000000,0.000000,0.000000
0.230024,0.031624,0.077688,0.000000,0.000000,0.000000,0.000000
0.239719,0.032445,0.067046,0.000000,0.000000,0.000000,0.000000
0.250104,0.033274,0.062789,0.000000,0.000000,0.000000,0.000000
0.261637,0.034001,0.058532,0.000000,0.000000,0.000000,0.000000
0.272295,0.034702,0.061725,0.000000,0.000000,0.000000,0.000000
0.282407,0.035245,0.051083,0.000000,0.000000,0.000000,0.000000
0.292196,0.035702,0.037248,0.000000,0.000000,0.000000,0.000000
0.302751,0.036103,0.034055,0.000000,0.000000,0.000000,0.000000
0.312489,0.036598,0.036184,0.000000,0.000000,0.000000,0.000000
0.322769,0.037076,0.030863,0.000000,0.000000,0.000000,0.000000
0.333351,0.037467,0.020220,0.000000,0.000000,0.000000,0.000000
0.345177,0.037677,0.010642,0.000000,0.000000,0.000000,0.000000
0.355550,0.037910,0.005321,0.000000,0.000000,0.000000,0.000000
0.365446,0.038197,0.011706,0.000000,0.000000,0.000000,0.000000
0.375505,0.038357,0.000000,0.000000,0.000000,0.000000,0.000000
0.385940,0.038466,-0.009578,0.000000,0.000000,0.000000,0.000000
0.395767,0.038490,-0.010642,0.000000,0.000000,0.000000,0.000000
0.439200,0.038247,-0.034055,0.000000,0.000000,0.000000,0.000000
0.449212,0.037982,-0.041505,0.000000,0.000000,0.000000,0.000000
0.460933,0.037709,-0.042569,0.000000,0.000000,0.000000,0.000000
0.471220,0.037299,-0.045762,0.000000,0.000000,0.000000,0.000000
0.481132,0.036863,-0.050019,0.000000,0.000000,0.000000,0.000000
0.491461,0.036328,-0.057468,0.000000,0.000000,0.000000,0.000000
0.501110,0.035766,-0.059597,0.000000,0.000000,0.000000,0.000000
0.511199,0.035050,-0.063853,0.000000,0.000000,0.000000,0.000000
0.521654,0.034491,-0.062789,0.000000,0.000000,0.000000,0.000000
0.531626,0.033912,-0.063853,0.000000,0.000000,0.000000,0.000000
0.543622,0.033312,-0.071303,0.000000,0.000000,0.000000,0.000000
0.553168,0.032682,-0.074496,0.000000,0.000000,0.000000,0.000000
0.563359,0.031889,-0.074496,0.000000,0.000000,0.000000,0.000000
0.573973,0.031198,-0.072367,0.000000,0.000000,0.000000,0.000000
0.583698,0.030455,-0.076624,0.000000,0.000000,0.000000,0.000000
0.594214,0.029703,-0.076624,0.000000,0.000000,0.000000,0.000000
0.604031,0.028974,-0.078753,0.000000,0.000000,0.000000,0.000000
0.614136,0.028371,-0.080881,0.000000,0.000000,0.000000,0.000000
0.626676,0.027591,-0.080881,0.000000,0.000000,0.000000,0.000000
0.636315,0.026898,-0.081945,0.000000,0.000000,0.000000,0.000000
0.646940,0.026185,-0.083009,0.000000,0.000000,0.000000,0.000000
0.656499,0.025381,-0.086202,0.000000,0.000000,0.000000,0.000000
0.666737,0.024696,-0.080881,0.000000,0.000000,0.000000,0.000000
0.677142,0.024005,-0.080881,0.000000,0.000000,0.000000,0.000000
0.686929,0.023209,-0.083009,0.000000,0.000000,0.000000,0.000000
0.697219,0.022427,-0.083009,0.000000,0.000000,0.000000,0.000000
0.708634,0.021666,-0.078753,0.000000,0.000000,0.000000,0.000000
0.718901,0.020775,-0.077688,0.000000,0.000000,0.000000,0.000000
0.729432,0.019870,-0.077688,0.000000,0.000000,0.000000,0.000000
