Time, roll, rollrate, rollDesired, rollError, pitch, pitchRate, pitchDesired, pitchError, yaw, yawRate, yawDesired, yawError, throttle
14.072586,-0.390980747371,0.487804466018,0,0.390980747371,1.14913860931,-0.792682257279,0,-1.14913860931,-17.2512737136,1.34146228155,-0.0,17.2512737136,1.2
14.170736,-0.34488599453,0.609755582522,0,0.34488599453,1.15319171028,-0.853657815531,0,-1.15319171028,-17.3740579322,1.21951116504,-0.0,17.3740579322,1.2
14.268802,-0.278036432621,0.365853349513,0,0.278036432621,1.25473305047,-0.670731140774,0,-1.25473305047,-17.5002455675,1.52438895631,-0.0,17.5002455675,1.2
14.367103,-0.310796442555,0.365853349513,0,0.310796442555,1.18213042238,-0.792682257279,0,-1.18213042238,-17.6332573511,1.15853560679,-0.0,17.6332573511,1.2
14.463731,-0.243522128978,0.243902233009,0,0.243522128978,1.27179083966,-0.975608932035,0,-1.27179083966,-17.7630599697,1.2804867233,-0.0,17.7630599697,1.2
14.560948,-0.24619223527,0.243902233009,0,0.24619223527,1.14750370113,-1.03658449029,0,-1.14750370113,-17.9029749501,1.4024378398,-0.0,17.9029749501,1.2
14.658673,-0.269152102939,0.243902233009,0,0.269152102939,1.16052692852,-0.853657815531,0,-1.16052692852,-18.0386612388,1.2804867233,-0.0,18.0386612388,1.2
14.75682,-0.211863984512,0.304877791261,0,0.211863984512,1.17506258215,-1.15853560679,0,-1.17506258215,-18.1658636154,1.21951116504,-0.0,18.1658636154,1.2
14.8547,-0.215403932677,0.487804466018,0,0.215403932677,1.24376859916,-0.731706699026,0,-1.24376859916,-18.2990139606,1.21951116504,-0.0,18.2990139606,1.2
14.952153,-0.189591481883,0.54878002427,0,0.189591481883,1.19918108116,-0.792682257279,0,-1.19918108116,-18.429531356,1.34146228155,-0.0,18.429531356,1.2
15.049694,-0.221388668928,0.426828907765,0,0.221388668928,1.17163433582,-0.731706699026,0,-1.17163433582,-18.561256117,1.34146228155,-0.0,18.561256117,1.2
15.147798,-0.230459220907,0.304877791261,0,0.230459220907,1.21868055816,-0.792682257279,0,-1.21868055816,-18.6924481325,1.2804867233,-0.0,18.6924481325,1.2
15.245632,-0.220705783671,0.426828907765,0,0.220705783671,1.24129879541,-0.792682257279,0,-1.24129879541,-18.8179304951,1.21951116504,-0.0,18.8179304951,1.2
15.343283,-0.309189923871,0.365853349513,0,0.309189923871,1.19957992167,-0.853657815531,0,-1.19957992167,-18.9484864953,1.4024378398,-0.0,18.9484864953,1.2
15.441178,-0.264284222705,0.243902233009,0,0.264284222705,1.17421131278,-0.975608932035,0,-1.17421131278,-19.078267446,1.34146228155,-0.0,19.078267446,1.2
15.539725,-0.265168349664,0.426828907765,0,0.265168349664,1.26661430119,-0.792682257279,0,-1.26661430119,-19.1990035961,1.21951116504,-0.0,19.1990035961,1.2
15.636648,-0.272334459982,0.426828907765,0,0.272334459982,1.17707733376,-0.670731140774,0,-1.17707733376,-19.3266169417,1.2804867233,-0.0,19.3266169417,1.2
15.733799,-0.243451740558,0.426828907765,0,0.243451740558,1.12179865451,-0.975608932035,0,-1.12179865451,-19.4510849698,1.09756004854,-0.0,19.4510849698,1.2
15.830793,-0.226409736864,0.487804466018,0,0.226409736864,1.18658063091,-0.670731140774,0,-1.18658063091,-19.5768987159,1.4024378398,-0.0,19.5768987159,1.2
15.928145,-0.173668418495,0.487804466018,0,0.173668418495,1.16112852006,-0.731706699026,0,-1.16112852006,-19.7092287049,1.34146228155,-0.0,19.7092287049,1.2
16.024908,-0.179019599352,0.487804466018,0,0.179019599352,1.15439894467,-0.914633373783,0,-1.15439894467,-19.835535738,1.2804867233,-0.0,19.835535738,1.2
16.122593,-0.266174273733,0.243902233009,0,0.266174273733,1.24503696813,-1.15853560679,0,-1.24503696813,-19.9619983202,1.21951116504,-0.0,19.9619983202,1.2
16.219936,-0.310222170402,0.182926674757,0,0.310222170402,1.26046962237,-0.975608932035,0,-1.26046962237,-20.0940617742,1.21951116504,-0.0,20.0940617742,1.2
16.315803,-0.347849331469,0.304877791261,0,0.347849331469,1.16913440429,-0.609755582522,0,-1.16913440429,-20.2133101472,1.21951116504,-0.0,20.2133101472,1.2
16.410966,-0.400046216037,0.426828907765,0,0.400046216037,1.2180994264,-0.853657815531,0,-1.2180994264,-20.3467295654,1.2804867233,-0.0,20.3467295654,1.2
16.509114,-0.349507703631,0.182926674757,0,0.349507703631,1.16333650147,-0.731706699026,0,-1.16333650147,-20.4747557469,0.975608932035,-0.0,20.4747557469,1.2
16.60745,-0.364314423395,0.243902233009,0,0.364314423395,1.19615021072,-0.914633373783,0,-1.19615021072,-20.6155233965,1.34146228155,-0.0,20.6155233965,1.2
