Time, roll, rollrate, rollDesired, rollError, pitch, pitchRate, pitchDesired, pitchError, yaw, yawRate, yawDesired, yawError, throttle
0.42215,0.0206040568524,0.609755582522,0,-0.0206040568524,0.182002175863,-0.914633373783,0,-0.182002175863,-0.0989032735814,1.15853560679,-0.0,0.0989032735814,1.0
0.520791,0.0687094826772,0.609755582522,0,-0.0687094826772,0.382525911605,-0.670731140774,0,-0.382525911605,-0.212093566261,1.03658449029,-0.0,0.212093566261,1.0
0.619544,0.0625578613675,0.365853349513,0,-0.0625578613675,0.582454408364,-0.731706699026,0,-0.582454408364,-0.323718810542,1.09756004854,-0.0,0.323718810542,1.0
0.716614,0.0718682639403,0.182926674757,0,-0.0718682639403,0.775299566837,-0.853657815531,0,-0.775299566837,-0.434921769524,0.975608932035,-0.0,0.434921769524,1.0
0.817006,0.0650702426006,0.487804466018,0,-0.0650702426006,0.957321946211,-0.914633373783,0,-0.957321946211,-0.549136894374,1.03658449029,-0.0,0.549136894374,1.0
0.916185,0.0723315273529,0.304877791261,0,-0.0723315273529,1.11021018872,-0.792682257279,0,-1.11021018872,-0.667242791447,1.34146228155,-0.0,0.667242791447,1.0
1.013746,0.0884722187629,0.487804466018,0,-0.0884722187629,1.28600815451,-0.975608932035,0,-1.28600815451,-0.762306631251,1.15853560679,-0.0,0.762306631251,1.0
1.110817,0.0498944465636,0.426828907765,0,-0.0498944465636,1.42424109476,-0.792682257279,0,-1.42424109476,-0.864700068467,0.914633373783,-0.0,0.864700068467,1.0
1.208468,0.0707433946938,0.609755582522,0,-0.0707433946938,1.49368513554,-0.792682257279,0,-1.49368513554,-0.967066648387,0.975608932035,-0.0,0.967066648387,1.0
1.305475,0.0623783990451,0.243902233009,0,-0.0623783990451,1.59870387891,-0.853657815531,0,-1.59870387891,-1.0683360658,1.15853560679,-0.0,1.0683360658,1.0
1.402366,0.0385092548385,0.609755582522,0,-0.0385092548385,1.62107303188,-0.792682257279,0,-1.62107303188,-1.16642740989,1.03658449029,-0.0,1.16642740989,1.0
1.500063,0.0272341254509,0.426828907765,0,-0.0272341254509,1.60640671284,-0.731706699026,0,-1.60640671284,-1.26200884129,0.914633373783,-0.0,1.26200884129,1.0
1.596856,0.0854735282865,0.487804466018,0,-0.0854735282865,1.51011419153,-0.914633373783,0,-1.51011419153,-1.36730875715,1.21951116504,-0.0,1.36730875715,1.0
1.694762,0.0283183480287,0.426828907765,0,-0.0283183480287,1.45531789068,-0.670731140774,0,-1.45531789068,-1.4646337786,1.15853560679,-0.0,1.4646337786,1.0
1.791767,0.101075553861,0.426828907765,0,-0.101075553861,1.47507927356,-0.731706699026,0,-1.47507927356,-1.56889619104,1.21951116504,-0.0,1.56889619104,1.0
1.890394,0.0782959901407,0.487804466018,0,-0.0782959901407,1.56688166854,-0.792682257279,0,-1.56688166854,-1.6701117147,1.21951116504,-0.0,1.6701117147,1.0
1.989949,0.0665506323954,0.609755582522,0,-0.0665506323954,1.49446285813,-0.853657815531,0,-1.49446285813,-1.7735469289,1.09756004854,-0.0,1.7735469289,1.0
2.090009,0.135872703073,0.426828907765,0,-0.135872703073,1.55804755265,-0.792682257279,0,-1.55804755265,-1.87716490342,1.34146228155,-0.0,1.87716490342,1.0
2.190297,0.11109643435,0.54878002427,0,-0.11109643435,1.63887344105,-0.670731140774,0,-1.63887344105,-1.97986288437,1.15853560679,-0.0,1.97986288437,1.0
2.289499,0.0724813500809,0.487804466018,0,-0.0724813500809,1.53605738793,-0.853657815531,0,-1.53605738793,-2.06855679324,1.21951116504,-0.0,2.06855679324,1.0
2.386942,0.0920995420101,0.609755582522,0,-0.0920995420101,1.58672083988,-0.54878002427,0,-1.58672083988,-2.15859888769,1.09756004854,-0.0,2.15859888769,1.0
2.484183,0.0220396013084,0.487804466018,0,-0.0220396013084,1.6510374165,-0.792682257279,0,-1.6510374165,-2.24981682572,1.03658449029,-0.0,2.24981682572,1.0
2.581884,0.0199845930594,0.365853349513,0,-0.0199845930594,1.65399239898,-0.731706699026,0,-1.65399239898,-2.33745233897,0.975608932035,-0.0,2.33745233897,1.0
2.679479,-0.0392482757146,0.365853349513,0,0.0392482757146,1.62871033261,-0.731706699026,0,-1.62871033261,-2.42922849994,1.2804867233,-0.0,2.42922849994,1.0
2.776844,-0.0722480123883,0.426828907765,0,0.0722480123883,1.5937181747,-0.853657815531,0,-1.5937181747,-2.52223883502,1.21951116504,-0.0,2.52223883502,1.0
2.874338,-0.0192752279294,0.182926674757,0,0.0192752279294,1.59738610808,-0.914633373783,0,-1.59738610808,-2.61273102154,1.09756004854,-0.0,2.61273102154,1.0
2.972279,-0.00309531996423,0.54878002427,0,0.00309531996423,1.62414586973,-0.853657815531,0,-1.62414586973,-2.6996263896,1.09756004854,-0.0,2.6996263896,1.0
3.06969,0.000810083505626,0.365853349513,0,-0.000810083505626,1.5676539299,-0.609755582522,0,-1.5676539299,-2.78406361107,1.03658449029,-0.0,2.78406361107,1.0
3.167782,0.0136988943265,0.365853349513,0,-0.0136988943265,1.5823847069,-0.914633373783,0,-1.5823847069,-2.86779333976,1.09756004854,-0.0,2.86779333976,1.0
3.265627,0.0053856941748,0.243902233009,0,-0.0053856941748,1.57224424195,-0.670731140774,0,-1.57224424195,-2.94662296825,1.03658449029,-0.0,2.94662296825,1.0
3.363354,-0.0494680555544,0.365853349513,0,0.0494680555544,1.54126233341,-0.792682257279,0,-1.54126233341,-3.03899155236,1.03658449029,-0.0,3.03899155236,1.0
3.461396,0.0167434853083,0.426828907765,0,-0.0167434853083,1.52258954422,-0.670731140774,0,-1.52258954422,-3.12518446486,0.975608932035,-0.0,3.12518446486,1.0
3.560576,0.063884474514,0.54878002427,0,-0.063884474514,1.58628884784,-0.731706699026,0,-1.58628884784,-3.2157343303,1.09756004854,-0.0,3.2157343303,1.0
3.659368,0.036577696347,0.487804466018,0,-0.036577696347,1.60426622859,-0.731706699026,0,-1.60426622859,-3.31174169029,1.34146228155,-0.0,3.31174169029,1.0
3.757858,0.0286425546772,0.365853349513,0,-0.0286425546772,1.55989298749,-0.670731140774,0,-1.55989298749,-3.3956479998,1.03658449029,-0.0,3.3956479998,1.0
