Time, roll, rollrate, rollDesired, rollError, pitch, pitchRate, pitchDesired, pitchError, yaw, yawRate, yawDesired, yawError, throttle
0.490003,0.0123910303673,0.487804466018,0,-0.0123910303673,-0.212009135703,-0.792682257279,0,0.212009135703,-0.11454775128,1.2804867233,-0.0,0.11454775128,1.0
0.582446,0.0651465193262,0.487804466018,0,-0.0651465193262,-0.316033501155,-0.670731140774,0,0.316033501155,-0.230201805889,1.15853560679,-0.0,0.230201805889,1.0
0.679103,0.114980944432,0.304877791261,0,-0.114980944432,-0.38078960708,-0.853657815531,0,0.38078960708,-0.350085599519,1.34146228155,-0.0,0.350085599519,1.0
0.776509,0.115292693527,0.243902233009,0,-0.115292693527,-0.537946057578,-0.853657815531,0,0.537946057578,-0.459943105796,1.21951116504,-0.0,0.459943105796,1.0
0.873195,0.158542628472,0.54878002427,0,-0.158542628472,-0.657909039617,-0.670731140774,0,0.657909039617,-0.575854931089,1.2804867233,-0.0,0.575854931089,1.0
0.971122,0.146576491158,0.304877791261,0,-0.146576491158,-0.805277885458,-0.853657815531,0,0.805277885458,-0.691671715684,1.2804867233,-0.0,0.691671715684,1.0
1.068445,0.117449154472,0.487804466018,0,-0.117449154472,-0.934961030049,-0.670731140774,0,0.934961030049,-0.80613645867,1.03658449029,-0.0,0.80613645867,1.0
1.165916,0.0280919091922,0.182926674757,0,-0.0280919091922,-1.2515410961,-0.609755582522,0,1.2515410961,-0.91902537247,1.21951116504,-0.0,0.91902537247,1.0
1.263211,-0.0907680993744,0.487804466018,0,0.0907680993744,-1.55335427666,-0.853657815531,0,1.55335427666,-1.03144854682,1.03658449029,-0.0,1.03144854682,1.0
1.360943,-0.237896441462,0.365853349513,0,0.237896441462,-1.82520902269,-0.609755582522,0,1.82520902269,-1.15081811722,1.2804867233,-0.0,1.15081811722,1.0
1.458977,-0.387046078035,0.365853349513,0,0.387046078035,-2.11308633511,-1.03658449029,0,2.11308633511,-1.27257827075,1.4024378398,-0.0,1.27257827075,1.0
1.556995,-0.514031239223,0.304877791261,0,0.514031239223,-2.37026172725,-0.609755582522,0,2.37026172725,-1.38820344657,1.03658449029,-0.0,1.38820344657,1.0
1.654236,-0.603030335719,0.426828907765,0,0.603030335719,-2.49248514531,-0.54878002427,0,2.49248514531,-1.50521456801,1.15853560679,-0.0,1.50521456801,1.0
1.752062,-0.659588794849,0.304877791261,0,0.659588794849,-2.51814000979,-0.609755582522,0,2.51814000979,-1.61738912954,1.09756004854,-0.0,1.61738912954,1.0
1.849761,-0.689901266041,0.487804466018,0,0.689901266041,-2.59530036415,-0.731706699026,0,2.59530036415,-1.73508621132,1.34146228155,-0.0,1.73508621132,1.0
1.947574,-0.774190517298,0.243902233009,0,0.774190517298,-2.68977857068,-0.670731140774,0,2.68977857068,-1.84752610219,1.21951116504,-0.0,1.84752610219,1.0
2.045143,-0.761919812463,0.304877791261,0,0.761919812463,-2.74116073438,-0.792682257279,0,2.74116073438,-1.96193478709,1.09756004854,-0.0,1.96193478709,1.0
2.142755,-0.846801269598,0.426828907765,0,0.846801269598,-2.73888631706,-0.670731140774,0,2.73888631706,-2.08178869464,1.34146228155,-0.0,2.08178869464,1.0
2.240307,-0.812474674177,0.304877791261,0,0.812474674177,-2.75765072409,-0.731706699026,0,2.75765072409,-2.19751392961,1.2804867233,-0.0,2.19751392961,1.0
2.337913,-0.892794154928,0.426828907765,0,0.892794154928,-2.7152603575,-0.54878002427,0,2.7152603575,-2.31077924863,1.09756004854,-0.0,2.31077924863,1.0
2.435792,-0.853690117359,0.365853349513,0,0.853690117359,-2.6975040104,-0.792682257279,0,2.6975040104,-2.42690552322,1.03658449029,-0.0,2.42690552322,1.0
2.533563,-0.840089042076,0.365853349513,0,0.840089042076,-2.64110519859,-0.792682257279,0,2.64110519859,-2.54497730575,1.09756004854,-0.0,2.54497730575,1.0
2.630874,-0.832328711809,0.426828907765,0,0.832328711809,-2.6518657438,-0.792682257279,0,2.6518657438,-2.66459604921,1.34146228155,-0.0,2.66459604921,1.0
2.728889,-0.914875667767,0.54878002427,0,0.914875667767,-2.66186389239,-0.731706699026,0,2.66186389239,-2.77849133601,1.2804867233,-0.0,2.77849133601,1.0
2.826484,-0.874741334301,0.54878002427,0,0.874741334301,-2.56973839491,-0.670731140774,0,2.56973839491,-2.88811452176,0.975608932035,-0.0,2.88811452176,1.0
2.923739,-0.781272751944,0.426828907765,0,0.781272751944,-2.57035908857,-0.670731140774,0,2.57035908857,-3.003406392,1.09756004854,-0.0,3.003406392,1.0
3.021108,-0.824973153307,0.365853349513,0,0.824973153307,-2.64585954185,-0.853657815531,0,2.64585954185,-3.11799273997,1.09756004854,-0.0,3.11799273997,1.0
3.118935,-0.867014017438,0.487804466018,0,0.867014017438,-2.59873545954,-0.853657815531,0,2.59873545954,-3.23820787762,1.2804867233,-0.0,3.23820787762,1.0
3.216655,-0.805261693041,0.487804466018,0,0.805261693041,-2.65568158647,-0.853657815531,0,2.65568158647,-3.35177367633,1.21951116504,-0.0,3.35177367633,1.0
3.314476,-0.744584022587,0.487804466018,0,0.744584022587,-2.63166532714,-0.670731140774,0,2.63166532714,-3.47278232718,1.15853560679,-0.0,3.47278232718,1.0
3.412664,-0.745390651087,0.0609755582522,0,0.745390651087,-2.7041012846,-0.792682257279,0,2.7041012846,-3.58669332789,1.15853560679,-0.0,3.58669332789,1.0
3.51023,-0.808734298796,0.487804466018,0,0.808734298796,-2.71772681694,-0.731706699026,0,2.71772681694,-3.7038431464,1.21951116504,-0.0,3.7038431464,1.0
3.607926,-0.859151472898,0.243902233009,0,0.859151472898,-2.6804297663,-0.731706699026,0,2.6804297663,-3.82002757075,1.03658449029,-0.0,3.82002757075,1.0
3.7056,-0.857193766897,0.609755582522,0,0.857193766897,-2.6106025717,-0.54878002427,0,2.6106025717,-3.93400929478,1.15853560679,-0.0,3.93400929478,1.0
