Time, roll, rollr,motor right,motor left,msn1,msn2
0.014538,-0.000232,0.015963,0.000000,0.000000,0.000000,0.000000
0.023917,-0.000482,0.013835,0.000000,0.000000,0.000000,0.000000
0.033737,-0.000710,0.012771,0.000000,0.000000,0.000000,0.000000
0.044360,-0.001006,0.014899,0.000000,0.000000,0.000000,0.000000
0.054035,-0.001303,0.014899,0.000000,0.000000,0.000000,0.000000
0.064108,-0.001537,0.021284,0.000000,0.000000,0.000000,0.000000
0.074503,-0.001768,0.021284,0.000000,0.000000,0.000000,0.000000
0.084337,-0.002006,0.020220,0.000000,0.000000,0.000000,0.000000
0.095991,-0.002224,0.017028,0.000000,0.000000,0.000000,0.000000
0.105703,-0.002360,0.024477,0.000000,0.000000,0.000000,0.000000
0.115863,-0.002504,0.024477,0.000000,0.000000,0.000000,0.000000
0.126251,-0.002638,0.026606,0.000000,0.000000,0.000000,0.000000
0.136132,-0.002806,0.025541,0.000000,0.000000,0.000000,0.000000
0.146483,-0.002964,0.024477,0.000000,0.000000,0.000000,0.000000
0.156206,-0.003078,0.027670,0.000000,0.000000,0.000000,0.000000
0.166400,-0.003171,0.029798,0.000000,0.000000,0.000000,0.000000
0.178055,-0.003212,0.029798,0.000000,0.000000,0.000000,0.000000
0.187838,-0.003308,0.026606,0.000000,0.000000,0.000000,0.000000
0.198319,-0.003363,0.028734,0.000000,0.000000,0.000000,0.000000
0.208255,-0.003385,0.030863,0.000000,0.000000,0.000000,0.000000
0.218497,-0.003442,0.028734,0.000000,0.000000,0.000000,0.000000
0.229099,-0.003607,0.026606,0.000000,0.000000,0.000000,0.000000
0.238783,-0.003753,0.028734,0.000000,0.000000,0.000000,0.000000
0.249127,-0.003894,0.028734,0.000000,0.000000,0.000000,0.000000
0.260499,-0.004053,0.027670,0.000000,0.000000,0.000000,0.000000
0.270871,-0.004193,0.029798,0.000000,0.000000,0.000000,0.000000
0.281075,-0.004409,0.025541,0.000000,0.000000,0.000000,0.000000
0.290787,-0.004508,0.028734,0.000000,0.000000,0.000000,0.000000
0.301330,-0.004649,0.027670,0.000000,0.000000,0.000000,0.000000
0.311311,-0.004822,0.024477,0.000000,0.000000,0.000000,0.000000
0.321828,-0.004982,0.025541,0.000000,0.000000,0.000000,0.000000
0.332218,-0.005111,0.028734,0.000000,0.000000,0.000000,0.000000
0.343549,-0.005270,0.027670,0.000000,0.000000,0.000000,0.000000
