Time, roll, rollr,motor right,motor left,msn1,msn2
0.014539,0.001420,0.114936,0.000000,0.000000,0.000000,0.000000
0.024037,0.002749,0.105358,0.000000,0.000000,0.000000,0.000000
0.034003,0.004165,0.096844,0.000000,0.000000,0.000000,0.000000
0.044851,0.005491,0.087266,0.000000,0.000000,0.000000,0.000000
0.054297,0.006791,0.081945,0.000000,0.000000,0.000000,0.000000
0.064462,0.007991,0.072367,0.000000,0.000000,0.000000,0.000000
0.074906,0.009061,0.061725,0.000000,0.000000,0.000000,0.000000
0.084902,0.009790,0.054275,0.000000,0.000000,0.000000,0.000000
0.096643,0.010642,0.048954,0.000000,0.000000,0.000000,0.000000
0.106617,0.011409,0.039376,0.000000,0.000000,0.000000,0.000000
0.116611,0.012064,0.031927,0.000000,0.000000,0.000000,0.000000
0.127044,0.012658,0.024477,0.000000,0.000000,0.000000,0.000000
0.136913,0.013182,0.017028,0.000000,0.000000,0.000000,0.000000
0.147348,0.013602,0.006385,0.000000,0.000000,0.000000,0.000000
0.157244,0.013908,-0.001064,0.000000,0.000000,0.000000,0.000000
0.167384,0.014193,-0.006385,0.000000,0.000000,0.000000,0.000000
0.179156,0.014372,-0.018092,0.000000,0.000000,0.000000,0.000000
0.188869,0.014524,-0.020220,0.000000,0.000000,0.000000,0.000000
0.199551,0.014603,-0.030863,0.000000,0.000000,0.000000,0.000000
0.209091,0.014520,-0.043633,0.000000,0.000000,0.000000,0.000000
0.219392,0.014427,-0.046826,0.000000,0.000000,0.000000,0.000000
0.229947,0.014276,-0.052147,0.000000,0.000000,0.000000,0.000000
0.239566,0.014006,-0.061725,0.000000,0.000000,0.000000,0.000000
0.250314,0.013681,-0.065982,0.000000,0.000000,0.000000,0.000000
0.262010,0.013234,-0.076624,0.000000,0.000000,0.000000,0.000000
0.272270,0.012737,-0.081945,0.000000,0.000000,0.000000,0.000000
0.282707,0.012188,-0.085138,0.000000,0.000000,0.000000,0.000000
0.292690,0.011555,-0.093652,0.000000,0.000000,0.000000,0.000000
0.303249,0.010898,-0.095780,0.000000,0.000000,0.000000,0.000000
0.312994,0.010107,-0.101101,0.000000,0.000000,0.000000,0.000000
0.323188,0.009378,-0.101101,0.000000,0.000000,0.000000,0.000000
0.333717,0.008593,-0.106422,0.000000,0.000000,0.000000,0.000000
0.345064,0.007778,-0.110679,0.000000,0.000000,0.000000,0.000000
0.355536,0.006955,-0.109615,0.000000,0.000000,0.000000,0.000000
0.365422,0.006149,-0.117065,0.000000,0.000000,0.000000,0.000000
0.375441,0.005244,-0.117065,0.000000,0.000000,0.000000,0.000000
0.386055,0.004379,-0.119193,0.000000,0.000000,0.000000,0.000000
0.395922,0.003458,-0.122386,0.000000,0.000000,0.000000,0.000000
0.406402,0.002538,-0.124514,0.000000,0.000000,0.000000,0.000000
0.416288,0.001571,-0.129835,0.000000,0.000000,0.000000,0.000000
0.427851,0.000623,-0.127707,0.000000,0.000000,0.000000,0.000000
0.438313,-0.000352,-0.130900,0.000000,0.000000,0.000000,0.000000
0.448130,-0.001315,-0.130900,0.000000,0.000000,0.000000,0.000000
0.458509,-0.002262,-0.129835,0.000000,0.000000,0.000000,0.000000
0.468231,-0.003242,-0.131964,0.000000,0.000000,0.000000,0.000000
0.478403,-0.004232,-0.131964,0.000000,0.000000,0.000000,0.000000
0.488810,-0.005310,-0.135156,0.000000,0.000000,0.000000,0.000000
0.498738,-0.006345,-0.134092,0.000000,0.000000,0.000000,0.000000
0.510613,-0.007379,-0.131964,0.000000,0.000000,0.000000,0.000000
0.520765,-0.008441,-0.128771,0.000000,0.000000,0.000000,0.000000
0.531074,-0.009510,-0.126643,0.000000,0.000000,0.000000,0.000000
0.541546,-0.010504,-0.124514,0.000000,0.000000,0.000000,0.000000
0.551316,-0.011473,-0.122386,0.000000,0.000000,0.000000,0.000000
0.561564,-0.012401,-0.118129,0.000000,0.000000,0.000000,0.000000
0.571463,-0.013356,-0.116000,0.000000,0.000000,0.000000,0.000000
0.581601,-0.014292,-0.111744,0.000000,0.000000,0.000000,0.000000
0.593689,-0.015170,-0.108551,0.000000,0.000000,0.000000,0.000000
0.603790,-0.015908,-0.102166,0.000000,0.000000,0.000000,0.000000
0.614196,-0.016658,-0.098973,0.000000,0.000000,0.000000,0.000000
0.624093,-0.017366,-0.096844,0.000000,0.000000,0.000000,0.000000
0.634336,-0.017948,-0.091523,0.000000,0.000000,0.000000,0.000000
0.644662,-0.018542,-0.089395,0.000000,0.000000,0.000000,0.000000
0.654687,-0.019064,-0.084074,0.000000,0.000000,0.000000,0.000000
0.665238,-0.019501,-0.080881,0.000000,0.000000,0.000000,0.000000
0.676635,-0.019936,-0.077688,0.000000,0.000000,0.000000,0.000000
0.687016,-0.020297,-0.075560,0.000000,0.000000,0.000000,0.000000
0.697402,-0.020686,-0.069175,0.000000,0.000000,0.000000,0.000000
0.707349,-0.020939,-0.064918,0.000000,0.000000,0.000000,0.000000
0.717890,-0.021208,-0.061725,0.000000,0.000000,0.000000,0.000000
0.727730,-0.021505,-0.055340,0.000000,0.000000,0.000000,0.000000
0.737736,-0.021753,-0.051083,0.000000,0.000000,0.000000,0.000000
0.749587,-0.021851,-0.039376,0.000000,0.000000,0.000000,0.000000
0.759700,-0.022020,-0.038312,0.000000,0.000000,0.000000,0.000000
0.770162,-0.022138,-0.035119,0.000000,0.000000,0.000000,0.000000
0.780069,-0.022202,-0.024477,0.000000,0.000000,0.000000,0.000000
0.790357,-0.022210,-0.022349,1.501027,1.487581,0.101027,0.087581
0.800715,-0.022141,-0.014899,1.498376,1.482599,0.098376,0.082599
0.810622,-0.022090,-0.009578,1.495676,1.477898,0.095676,0.077898
0.821036,-0.022018,-0.002128,1.492772,1.473077,0.092772,0.073077
0.832793,-0.021757,0.005321,1.489584,1.467911,0.089584,0.067911
0.848589,-0.021443,0.013835,1.485717,1.461569,0.085717,0.061569
0.859283,-0.020978,0.018092,1.483515,1.457725,0.083515,0.057725
0.869000,-0.020493,0.023413,1.481843,1.454502,0.081843,0.054502
0.879640,-0.019923,0.029798,1.480436,1.451298,0.080436,0.051298
